SampleTimeFine,Roll,Pitch,Yaw
581688,-11.089537,-83.413907,4.760946
581788,-9.852821,-83.191572,3.468089
581888,-8.616193,-82.994952,2.17654
581988,-7.444467,-82.881663,0.94195
582088,-6.38605,-82.892913,-0.186406
582188,-5.471423,-83.021814,-1.179493
582288,-4.668701,-83.237273,-2.074352
582388,-3.903325,-83.514403,-2.943247
582488,-3.14182,-83.830145,-3.806405
582588,-2.348059,-84.153011,-4.693714
582688,-1.501486,-84.45167,-5.63819
582788,-0.608797,-84.694396,-6.655369
582888,0.259145,-84.850345,-7.694344
582988,0.995898,-84.908549,-8.638465
583088,1.570063,-84.889028,-9.423368
583188,1.957692,-84.835341,-9.997454
583288,2.161032,-84.787658,-10.345656
583388,2.160505,-84.76019,-10.439191
583488,1.938186,-84.764591,-10.257129
583588,1.546659,-84.813769,-9.860005
583688,1.135722,-84.901915,-9.413958
583788,0.87481,-85.01481,-9.094944
583888,0.917534,-85.138144,-9.061521
583988,1.270798,-85.267582,-9.330216
584088,1.834604,-85.395292,-9.816557
584188,2.520619,-85.504498,-10.448556
584288,3.261445,-85.598764,-11.168125
584388,3.970103,-85.67879,-11.894178
584488,4.564586,-85.74616,-12.539487
584588,4.931645,-85.80755,-12.969699
584688,5.101596,-85.864375,-13.203651
584788,5.144724,-85.921487,-13.305756
584888,5.138146,-85.983816,-13.347135
584988,5.18511,-86.060123,-13.428469
585088,5.376634,-86.149684,-13.640573
585188,5.787475,-86.249767,-14.049808
585288,6.386199,-86.357088,-14.623162
585388,7.140306,-86.468331,-15.337867
585488,8.018489,-86.580928,-16.175498
585588,8.980615,-86.690587,-17.101769
585688,9.981145,-86.79964,-18.074503
585788,10.959456,-86.908584,-19.033881
585888,11.83483,-87.011295,-19.89267
585988,12.563773,-87.102994,-20.600402
586088,13.075334,-87.174789,-21.076861
586188,13.278068,-87.226168,-21.232339
586288,13.200094,-87.264814,-21.103504
586388,12.905254,-87.298916,-20.762021
586488,12.435062,-87.331081,-20.256355
586588,11.724032,-87.353295,-19.522333
586688,10.70795,-87.358128,-18.491025
586788,9.452027,-87.347219,-17.217256
586888,8.049132,-87.323147,-15.78258
586988,6.520408,-87.287422,-14.200605
587088,4.941529,-87.238276,-12.551059
587188,3.402028,-87.169531,-10.935796
587288,2.009739,-87.071495,-9.479074
587388,0.876245,-86.939892,-8.299802
587488,-0.020441,-86.771791,-7.377349
587588,-0.761423,-86.573081,-6.623672
587688,-1.400002,-86.353662,-5.979649
587788,-2.020042,-86.112367,-5.348494
587888,-2.650186,-85.84303,-4.692578
587988,-3.326248,-85.534967,-3.9632
588088,-4.005606,-85.185364,-3.201716
588188,-4.649736,-84.80664,-2.457261
588288,-5.244133,-84.421719,-1.756337
588388,-5.758567,-84.053883,-1.154034
588488,-6.254187,-83.735103,-0.618588
588588,-6.810772,-83.48543,-0.089077
588688,-7.401884,-83.3078,0.414226
588788,-7.9786,-83.19791,0.872191
588888,-8.464653,-83.152122,1.230908
588988,-8.936068,-83.166051,1.579318
589088,-9.449065,-83.227097,1.975608
589188,-9.962232,-83.323063,2.398111
589288,-10.379132,-83.438132,2.780814
589388,-10.670709,-83.544665,3.11334
589488,-10.794153,-83.626953,3.357219
589588,-10.747835,-83.683694,3.504447
589688,-10.531416,-83.717389,3.541565
589788,-10.155142,-83.728845,3.464285
589888,-9.680889,-83.713842,3.31778
589988,-9.167957,-83.678342,3.14016
590088,-8.725504,-83.637541,3.012937
590188,-8.42135,-83.59799,2.985195
590288,-8.281819,-83.548023,3.066428
590388,-8.256364,-83.47322,3.206638
590488,-8.31327,-83.372649,3.382142
590588,-8.4046,-83.250188,3.556667
590688,-8.494142,-83.132969,3.699149
590788,-8.563971,-83.049269,3.788276
590888,-8.581024,-83.012209,3.78882
590988,-8.535793,-83.014111,3.701551
591088,-8.401513,-83.035783,3.516726
591188,-8.168154,-83.066981,3.241841
591288,-7.826161,-83.108161,2.884261
591388,-7.382446,-83.163251,2.454078
591488,-6.845989,-83.234025,1.956548
591588,-6.258766,-83.315441,1.423927
591688,-5.690847,-83.389068,0.911109
591788,-5.172875,-83.439656,0.438702
591888,-4.753353,-83.466658,0.049253
591988,-4.447636,-83.478858,-0.238986
592088,-4.248075,-83.491858,-0.432453
592188,-4.125771,-83.520903,-0.556433
592288,-4.034368,-83.572912,-0.654637
592388,-3.932139,-83.64903,-0.769785
592488,-3.812319,-83.742962,-0.903965
592588,-3.663153,-83.848659,-1.061778
592688,-3.495831,-83.961834,-1.226398
592788,-3.319241,-84.079765,-1.388415
592888,-3.140165,-84.197597,-1.54138
592988,-2.971966,-84.301001,-1.669566
593088,-2.82858,-84.379728,-1.749833
593188,-2.721069,-84.442319,-1.776629
593288,-2.603874,-84.497183,-1.809608
593388,-2.489721,-84.552639,-1.845348
593488,-2.410459,-84.612607,-1.862215
593588,-2.399269,-84.67789,-1.82532
593688,-2.428988,-84.74136,-1.76122
