PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Roll,Pitch,Yaw
01271,433218,9.599066,-0.154892,2.036142,-0.003384,-0.015981,0.010273,-0.313926,0.079888,-0.390552,-5.221274,-77.796273,5.103915
01272,433318,9.605110,-0.172492,2.018128,-0.002110,-0.010792,0.009034,-0.312961,0.078305,-0.389129,-5.245788,-77.803194,5.127895
01273,433418,9.602439,-0.200054,2.021038,-0.001933,-0.007917,0.009218,-0.313482,0.080732,-0.387502,-5.270067,-77.808466,5.151695
01274,433518,9.595930,-0.171676,2.020144,-0.002763,-0.010144,0.008797,-0.312448,0.081311,-0.389476,-5.294256,-77.815017,5.174942
01275,433618,9.585348,-0.165101,2.030086,-0.007187,-0.013435,0.010202,-0.311965,0.078290,-0.389128,-5.325486,-77.823375,5.202836
01276,433718,9.585125,-0.160845,2.051501,-0.011026,-0.019375,0.009487,-0.313406,0.081922,-0.391450,-5.358606,-77.835151,5.230342
01277,433818,9.596713,-0.188707,2.054712,-0.013810,-0.019180,0.010933,-0.315899,0.080466,-0.391527,-5.397108,-77.846742,5.261772
01278,433918,9.592549,-0.213151,2.049214,-0.013255,-0.019832,0.008338,-0.312936,0.081841,-0.389951,-5.428702,-77.858824,5.286422
01279,434018,9.603569,-0.203139,2.034202,-0.012241,-0.018562,0.006719,-0.314469,0.080772,-0.388002,-5.455124,-77.870281,5.306402
01280,434118,9.594324,-0.205725,2.013371,-0.010497,-0.011003,0.006111,-0.314456,0.082789,-0.388401,-5.477106,-77.877446,5.322826
01281,434218,9.598979,-0.210129,2.016874,-0.008566,-0.007718,0.003269,-0.312934,0.082838,-0.389900,-5.489602,-77.882881,5.330709
01282,434318,9.593029,-0.219202,2.009625,-0.006842,-0.003548,0.004168,-0.315921,0.083882,-0.389850,-5.502466,-77.885911,5.339955
01283,434418,9.573125,-0.212282,2.000964,-0.007684,-0.006413,0.004742,-0.314441,0.086301,-0.388723,-5.518142,-77.890529,5.351542
01284,434518,9.595620,-0.174512,2.050454,-0.010693,-0.008997,0.003579,-0.317917,0.081920,-0.389952,-5.532955,-77.896697,5.360638
01285,434618,9.600075,-0.178840,2.038202,-0.013305,-0.011108,0.005044,-0.317957,0.080329,-0.388029,-5.553775,-77.903981,5.374295
