SampleTimeFine,Gyr_X,Gyr_Y,Gyr_Z,Roll,Pitch,Yaw,Gyr_Z(rad/sec),Heading (rad) 
241078,0.253642,0.220561,0.147319,-0.880022,-82.445942,3.014835,0.002571159,0.052608871
241178,0.175774,0.263321,0.134406,-1.322455,-82.294193,3.562727,0.002345788,0.062169586
241278,0.069389,0.324804,0.121857,-1.745515,-82.106796,4.029761,0.00212677,0.070319329
241378,-0.029873,0.400105,0.107732,-2.135133,-81.876012,4.40583,0.001880247,0.076881734
241478,-0.075236,0.481784,0.093676,-2.46008,-81.598359,4.69053,0.001634927,0.081849749
241578,-0.067394,0.571201,0.082513,-2.702742,-81.269498,4.896789,0.001440099,0.085448968
241678,-0.015101,0.706671,0.079717,-2.864722,-80.862964,5.051916,0.001391301,0.088155934
241778,0.06652,0.858441,0.083216,-2.952192,-80.369345,5.17913,0.001452369,0.090375819
241878,0.155193,0.931653,0.084784,-2.972302,-79.83376,5.289745,0.001479735,0.09230605
241978,0.220218,0.882379,0.075596,-2.929726,-79.326724,5.374697,0.001319377,0.093788463
242078,0.23165,0.736445,0.068373,-2.879968,-78.903574,5.459145,0.001193314,0.09526208
242178,0.150265,0.548945,0.046889,-2.84126,-78.588562,5.507429,0.000818354,0.096104636
242278,-0.007777,0.372716,0.023082,-2.850506,-78.375323,5.512292,0.00040285,0.096189495
242378,-0.153274,0.186984,-0.021709,-2.844794,-78.269868,5.416764,-0.000378887,0.094522532
242478,-0.246376,-0.001186,-0.075146,-2.771357,-78.273748,5.197574,-0.001311523,0.090697666
242578,-0.275549,-0.137075,-0.103932,-2.651917,-78.356203,4.914379,-0.001813925,0.085755914
242678,-0.203999,-0.232525,-0.112532,-2.475675,-78.493409,4.615159,-0.001964021,0.080534525
242778,-0.087564,-0.286465,-0.107411,-2.247279,-78.661161,4.330949,-0.001874644,0.07557506
242878,0.035252,-0.283642,-0.093485,-1.980677,-78.826738,4.079692,-0.001631594,0.071190625
242978,0.194051,-0.228864,-0.078895,-1.653214,-78.960408,3.859254,-0.001376954,0.067343982
243078,0.386525,-0.127621,-0.079741,-1.199277,-79.035812,3.622389,-0.00139172,0.063210688
243178,0.534932,-0.002865,-0.082065,-0.643787,-79.0394,3.368718,-0.00143228,0.058784129
243278,0.617586,0.090341,-0.075883,-0.058488,-78.989151,3.132897,-0.001324386,0.054669053
243378,0.638583,0.099293,-0.073389,0.527008,-78.933408,2.909085,-0.001280858,0.050763533
243478,0.57847,0.029507,-0.071516,1.071309,-78.917333,2.692122,-0.001248169,0.046977529
243578,0.459998,-0.048893,-0.059773,1.517458,-78.946051,2.506007,-0.001043218,0.043729822
243678,0.321034,-0.074992,-0.025331,1.786244,-78.990136,2.419497,-0.000442102,0.042220223
243778,0.166718,-0.068695,0.016254,1.844285,-79.031381,2.457613,0.000283681,0.042885347
243878,0.013295,-0.067739,0.035789,1.756381,-79.07248,2.554844,0.000624625,0.044582028
243978,-0.108952,-0.107946,0.009859,1.678562,-79.136179,2.570462,0.000172069,0.044854562
244078,-0.169715,-0.186394,-0.019888,1.661784,-79.244342,2.488493,-0.000347105,0.043424203
244178,-0.16648,-0.24676,-0.03465,1.69824,-79.386845,2.354275,-0.000604746,0.041082099
244278,-0.117499,-0.264006,-0.041006,1.786735,-79.539084,2.195735,-0.000715678,0.038315576
244378,-0.026472,-0.263679,-0.055144,1.975897,-79.690784,1.987953,-0.000962428,0.03468978
244478,0.063829,-0.264911,-0.07268,2.279252,-79.842638,1.716805,-0.001268484,0.029958247
244578,0.112249,-0.279404,-0.080692,2.647319,-80.002296,1.408242,-0.001408317,0.024573823
244678,0.12953,-0.310128,-0.069766,3.005382,-80.179496,1.120044,-0.001217626,0.019544768
244778,0.14435,-0.338233,-0.053583,3.33465,-80.372981,0.869835,-0.000935184,0.015178621
244878,0.14413,-0.35157,-0.03213,3.604509,-80.574599,0.679881,-0.000560765,0.011863923
244978,0.132134,-0.352637,-0.008671,3.79497,-80.777545,0.563533,-0.000151335,0.009833651
245078,0.106282,-0.353079,0.011341,3.905279,-80.981442,0.513427,0.000197934,0.008959301
245178,0.05654,-0.356551,0.027466,3.931828,-81.187922,0.519282,0.000479364,0.009061471
245278,-0.006944,-0.363931,0.032849,3.903562,-81.398811,0.543787,0.000573314,0.009489083
245378,-0.048796,-0.381625,0.033669,3.851047,-81.619818,0.568549,0.000587625,0.00992118
245478,-0.062013,-0.398343,0.032375,3.798216,-81.850296,0.58596,0.000565041,0.010225002
245578,-0.059445,-0.395044,0.034457,3.735145,-82.078926,0.615185,0.000601378,0.010734978
245678,-0.044458,-0.362553,0.037116,3.657634,-82.289026,0.667634,0.000647786,0.011650213
245778,-0.030829,-0.299228,0.038332,3.561574,-82.462893,0.746647,0.000669008,0.01302899
245878,-0.022787,-0.217087,0.040216,3.435419,-82.589776,0.860629,0.00070189,0.015017976
245978,-0.007992,-0.158142,0.043755,3.282264,-82.682972,1.01035,0.000763656,0.017630608
246078,-0.003661,-0.129779,0.049145,3.096112,-82.760011,1.195806,0.000857728,0.020866815
246178,-0.005229,-0.129565,0.055201,2.877129,-82.83699,1.413413,0.000963423,0.024664057
246278,-0.013844,-0.1173,0.068061,2.586385,-82.907156,1.698331,0.001187869,0.029635876
246378,-0.008663,-0.094453,0.078582,2.239485,-82.964281,2.042782,0.001371492,0.035646546
246478,0.011644,-0.061838,0.085453,1.861165,-83.002591,2.430576,0.001491411,0.042413551
246578,0.028209,-0.034653,0.084735,1.487852,-83.025,2.822861,0.00147888,0.049258924
246678,0.035443,-0.024378,0.080957,1.132666,-83.041163,3.201042,0.001412943,0.055858183
246778,0.017781,-0.025977,0.067296,0.829703,-83.057835,3.516404,0.001174517,0.06136125
246878,-0.025346,-0.017465,0.047555,0.592972,-83.069298,3.740141,0.000829977,0.06526546
246978,-0.069373,0.024146,0.018333,0.466329,-83.056668,3.827567,0.000319966,0.066791044
247078,-0.083619,0.073404,-0.012612,0.475034,-83.015652,3.77042,-0.000220117,0.065793829
247178,-0.073673,0.103401,-0.043484,0.630744,-82.957266,3.570894,-0.000758926,0.0623121
247278,-0.034042,0.11662,-0.068907,0.921725,-82.891008,3.257912,-0.001202634,0.056850564
247378,0.019156,0.140548,-0.080986,1.28957,-82.81067,2.89813,-0.001413449,0.050572369
247478,0.057366,0.204267,-0.084296,1.677332,-82.693459,2.54026,-0.001471218,0.044327537
247578,0.053068,0.310796,-0.079387,2.012755,-82.515004,2.232561,-0.001385541,0.038958189
247678,-0.005088,0.438193,-0.074563,2.258354,-82.263458,1.981712,-0.001301348,0.034580874
247778,-0.123302,0.573285,-0.067821,2.371182,-81.934581,1.796348,-0.00118368,0.031346273
247878,-0.240838,0.677039,-0.066411,2.3839,-81.546308,1.643927,-0.001159071,0.028686526
247978,-0.303854,0.721105,-0.055048,2.305842,-81.133146,1.546649,-0.000960753,0.026989025
248078,-0.293761,0.655157,-0.06471,2.276461,-80.757675,1.405837,-0.001129384,0.024531856
248178,-0.293547,0.449447,-0.139184,2.526923,-80.498346,0.981409,-0.002429178,0.017125587
248278,-0.335422,0.130599,-0.21398,3.043715,-80.41917,0.262395,-0.003734593,0.004578793
248378,-0.336735,-0.198819,-0.22938,3.675216,-80.526869,-0.573647,-0.004003369,-0.01001014
248478,-0.316234,-0.437641,-0.222585,4.377335,-80.769804,-1.468911,-0.003884776,-0.025632497
248578,-0.303504,-0.563351,-0.226473,5.186558,-81.082407,-2.464533,-0.003952633,-0.043006101
248678,-0.297888,-0.540156,-0.230544,6.070831,-81.379162,-3.531998,-0.004023684,-0.061633365
248778,-0.310264,-0.378791,-0.214153,6.877071,-81.582589,-4.527023,-0.003737612,-0.078996551
248878,-0.326088,-0.125554,-0.165676,7.396751,-81.643679,-5.241217,-0.002891543,-0.091459237
248978,-0.34191,0.128683,-0.11938,7.602076,-81.563094,-5.646834,-0.002083539,-0.098537253
249078,-0.3604,0.295346,-0.091967,7.601434,-81.389823,-5.855028,-0.0016051,-0.102170239
249178,-0.340375,0.346383,-0.062458,7.474297,-81.189845,-5.923748,-0.001090079,-0.103369403
249278,-0.313134,0.312505,-0.021343,7.231715,-81.012223,-5.859852,-0.000372499,-0.102254417
249378,-0.308817,0.207927,0.0081,6.938818,-80.896175,-5.742476,0.000141369,-0.100206206
249478,-0.347983,0.047717,0.013197,6.677471,-80.871611,-5.679755,0.000230327,-0.099111725
249578,-0.372188,-0.121656,0.00144,6.514155,-80.942704,-5.730358,2.51323E-05,-0.099994747
249678,-0.349569,-0.239347,-0.009974,6.452927,-81.080123,-5.87118,-0.000174076,-0.102452091
249778,-0.298039,-0.300947,-0.018954,6.482214,-81.252062,-6.07366,-0.000330804,-0.105985367
249878,-0.240182,-0.327648,-0.024112,6.581163,-81.438825,-6.312973,-0.000420827,-0.110161379
249978,-0.204688,-0.329567,-0.025171,6.713488,-81.626505,-6.565352,-0.000439309,-0.114565392
250078,-0.205509,-0.310089,-0.021414,6.830262,-81.803228,-6.802374,-0.000373739,-0.118701426
250178,-0.233479,-0.275441,-0.014581,6.894193,-81.960611,-7.002108,-0.000254482,-0.122186785
250278,-0.261151,-0.240842,-0.00836,6.904602,-82.098699,-7.163735,-0.000145907,-0.125007176
250378,-0.27055,-0.228045,-0.007717,6.903552,-82.229539,-7.319179,-0.000134685,-0.127719674
250478,-0.256155,-0.241672,-0.014783,6.950671,-82.367627,-7.514858,-0.000258008,-0.131134272
250578,-0.244375,-0.269314,-0.025225,7.069335,-82.52066,-7.775834,-0.000440252,-0.135688303
250678,-0.233656,-0.319347,-0.035575,7.276583,-82.701284,-8.119843,-0.00062089,-0.14169126
250778,-0.226658,-0.364461,-0.04167,7.557277,-82.906874,-8.533692,-0.000727267,-0.148912925
250878,-0.225133,-0.3832,-0.048646,7.904913,-83.12224,-9.013917,-0.000849019,-0.157292852
250978,-0.21223,-0.369141,-0.054501,8.305424,-83.328725,-9.539733,-0.000951206,-0.166468341
251078,-0.1903,-0.326766,-0.052789,8.707289,-83.510851,-10.054057,-0.000921326,-0.175443295
251178,-0.162164,-0.26236,-0.046307,9.066058,-83.656648,-10.508628,-0.000808196,-0.183375559
251278,-0.127821,-0.217639,-0.034345,9.363198,-83.777915,-10.881287,-0.000599423,-0.189878458
251378,-0.091031,-0.189223,-0.020885,9.598427,-83.884166,-11.170394,-0.000364506,-0.194923375
251478,-0.03446,-0.170901,-0.011599,9.808858,-83.980809,-11.401917,-0.000202437,-0.198963452
251578,0.029939,-0.171052,6.00E-05,10.000426,-84.078564,-11.577336,1.04718E-06,-0.202024513
251678,0.079892,-0.168566,0.016939,10.131205,-84.176516,-11.662846,0.000295636,-0.203516663
251778,0.105542,-0.145238,0.03537,10.153433,-84.263115,-11.624468,0.000617313,-0.202846967
251878,0.094603,-0.097882,0.051247,10.031026,-84.324539,-11.447045,0.000894414,-0.199750935
251978,0.055522,-0.037612,0.069988,9.716088,-84.353664,-11.098666,0.001221501,-0.193671722
252078,0.014747,0.012508,0.09253,9.198137,-84.356279,-10.569774,0.001614926,-0.184442556
252178,-0.002719,0.070864,0.121104,8.456182,-84.327733,-9.825831,0.002113628,-0.171460751
252278,0.016117,0.134726,0.149724,7.522018,-84.2641,-8.877821,0.002613133,-0.154917976
252378,0.065473,0.184345,0.172627,6.477321,-84.17218,-7.790164,0.003012859,-0.135938362
252478,0.11384,0.224934,0.184114,5.409763,-84.055763,-6.651466,0.003213342,-0.116068082
252578,0.125654,0.251526,0.186631,4.3678,-83.922119,-5.531441,0.003257271,-0.096523645
252678,0.09824,0.273828,0.179256,3.389697,-83.773353,-4.491149,0.003128555,-0.07837055
252778,0.061444,0.298905,0.164674,2.508053,-83.607968,-3.568805,0.002874055,-0.062275647
252878,0.037917,0.334098,0.14899,1.732575,-83.420581,-2.766558,0.002600322,-0.048276437
252978,0.030944,0.40646,0.135202,1.058063,-83.190327,-2.069656,0.002359681,-0.036115497
253078,0.054734,0.517075,0.13084,0.458898,-82.895669,-1.434544,0.002283551,-0.025032793
253178,0.104611,0.645983,0.133395,-0.072863,-82.52632,-0.838111,0.002328143,-0.014625037
253278,0.169011,0.739432,0.13713,-0.52689,-82.102726,-0.282335,0.00239333,-0.004926746
253378,0.207287,0.766673,0.144678,-0.935795,-81.662926,0.250608,0.002525065,0.00437311
253478,0.161905,0.693863,0.137399,-1.302188,-81.264508,0.714854,0.002398025,0.012474202
253578,0.03628,0.532691,0.106587,-1.60924,-80.958637,1.046641,0.001860263,0.018263885
253678,-0.100996,0.321467,0.064174,-1.848624,-80.774466,1.230468,0.001120029,0.021471667
253778,-0.190419,0.118928,0.032231,-2.044551,-80.707004,1.318429,0.000562528,0.023006586
253878,-0.223829,-0.016662,0.018653,-2.228312,-80.717565,1.374677,0.000325551,0.023988114
253978,-0.244184,-0.099779,0.022605,-2.450196,-80.775692,1.45773,0.000394525,0.025437389
254078,-0.224279,-0.205419,0.036863,-2.730868,-80.893942,1.611862,0.00064337,0.028126992
254178,-0.146864,-0.353494,0.049544,-3.046905,-81.096481,1.846635,0.000864691,0.032223781
254278,-0.037568,-0.480626,0.041536,-3.31016,-81.371839,2.091204,0.000724928,0.03649151
254378,0.096609,-0.560418,0.009853,-3.407569,-81.693784,2.245622,0.000171964,0.039186104
254478,0.251745,-0.559328,-0.026269,-3.277281,-82.016309,2.25968,-0.000458473,0.039431416
254578,0.413268,-0.478385,-0.038076,-2.979319,-82.292904,2.197884,-0.00066454,0.038353076
254678,0.562912,-0.375714,-0.043875,-2.534675,-82.510868,2.074636,-0.00076575,0.036202398
254778,0.64372,-0.274328,-0.045985,-1.999922,-82.670733,1.907261,-0.000802576,0.033281704
254878,0.635784,-0.172598,-0.037756,-1.478801,-82.772037,1.749091,-0.000658955,0.030521638
254978,0.550966,-0.092848,-0.0335,-1.009601,-82.82747,1.594301,-0.000584676,0.027820552
255078,0.4041,-0.038565,-0.017197,-0.691791,-82.851556,1.507292,-0.000300139,0.026302245
255178,0.255184,0.006858,0.019608,-0.624608,-82.849348,1.586886,0.000342218,0.027691161
255278,0.142564,0.06587,0.068805,-0.842577,-82.812958,1.888845,0.001200854,0.032960345
255378,0.07296,0.155822,0.099964,-1.229709,-82.724525,2.321164,0.001744672,0.040504312
255478,0.017762,0.22662,0.0971,-1.616875,-82.595263,2.721737,0.001694686,0.047494311
255578,-0.038398,0.204873,0.061602,-1.871851,-82.478873,2.956654,0.00107514,0.051593612
255678,-0.058259,0.083575,0.036609,-2.042419,-82.432408,3.094993,0.000638937,0.054007628
255778,-0.032032,-0.036942,0.023773,-2.160702,-82.455239,3.195754,0.00041491,0.055765907
255878,0.006885,-0.095829,-0.002671,-2.152368,-82.512369,3.191281,-4.6617E-05,0.055687853
255978,0.062576,-0.123354,-0.027356,-2.007872,-82.585754,3.081667,-0.000477444,0.053775089
256078,0.120175,-0.1523,-0.050809,-1.727412,-82.676046,2.868252,-0.000886769,0.050050997
256178,0.163321,-0.176797,-0.076578,-1.302295,-82.78051,2.533971,-0.001336516,0.044217794
256278,0.181194,-0.192053,-0.093349,-0.779892,-82.893458,2.112039,-0.00162922,0.036855081
256378,0.173137,-0.190041,-0.090311,-0.261233,-83.00469,1.689327,-0.001576198,0.029478756
256478,0.158694,-0.184215,-0.074788,0.190391,-83.112088,1.325907,-0.001305275,0.023137077
256578,0.149215,-0.178414,-0.059525,0.57552,-83.21586,1.024066,-0.00103889,0.017869952
256678,0.147562,-0.167441,-0.052723,0.936169,-83.313129,0.745984,-0.000920175,0.013017421
256778,0.14625,-0.165202,-0.048517,1.284276,-83.408932,0.479827,-0.000846767,0.008372981
256878,0.133186,-0.173757,-0.039342,1.588737,-83.509565,0.250117,-0.000686636,0.004364542
256978,0.125259,-0.173654,-0.027762,1.837542,-83.610173,0.07189,-0.00048453,0.001254481
257078,0.111763,-0.163583,-0.019213,2.038796,-83.705054,-0.066242,-0.000335324,-0.001155923
257178,0.093702,-0.154914,-0.017099,2.221475,-83.794915,-0.196075,-0.000298429,-0.003421509
257278,0.070376,-0.151146,-0.019904,2.408875,-83.882449,-0.344082,-0.000347385,-0.006004231
257378,0.043907,-0.145388,-0.023042,2.600836,-83.966483,-0.511907,-0.000402152,-0.008932777
257478,0.025341,-0.134355,-0.020746,2.771042,-84.04412,-0.668532,-0.00036208,-0.011665883
257578,0.008898,-0.111799,-0.018618,2.917381,-84.108763,-0.810618,-0.00032494,-0.014145284
257678,-0.003783,-0.079793,-0.017264,3.042141,-84.154994,-0.938307,-0.000301309,-0.016373457
257778,-0.008465,-0.049329,-0.019129,3.166997,-84.183609,-1.068783,-0.000333858,-0.018650263
257878,-0.019059,-0.021612,-0.028707,3.331861,-84.195922,-1.245576,-0.000501023,-0.021735301
257978,-0.029729,0.005358,-0.040968,3.550956,-84.192236,-1.483028,-0.000715015,-0.025878839
258078,-0.032011,0.030661,-0.04837,3.800449,-84.173631,-1.752357,-0.000844202,-0.03057863
258178,-0.016232,0.058296,-0.051823,4.065323,-84.138909,-2.028075,-0.000904467,-0.035389909
258278,0.007948,0.087917,-0.055257,4.346972,-84.086928,-2.306753,-0.0009644,-0.04025284
258378,0.030028,0.11247,-0.0584,4.642187,-84.020589,-2.586383,-0.001019255,-0.045132383
258478,0.029211,0.13032,-0.066916,4.967738,-83.943452,-2.897027,-0.001167885,-0.050553121
258578,0.012926,0.124535,-0.075703,5.325078,-83.868954,-3.24907,-0.001321244,-0.056696272
258678,0.003936,0.08345,-0.08291,5.727611,-83.817247,-3.651791,-0.001447028,-0.063723753
258778,0.022115,0.039357,-0.089442,6.191991,-83.789972,-4.106274,-0.001561031,-0.071654481
258878,0.095861,0.061175,-0.093192,6.699519,-83.74962,-4.561688,-0.00162648,-0.079601456
258978,0.192944,0.154798,-0.093681,7.196811,-83.65553,-4.950904,-0.001635014,-0.086393275
259078,0.248369,0.287753,-0.085763,7.583049,-83.486082,-5.196513,-0.001496822,-0.090679152
259178,0.226196,0.44506,-0.073738,7.777983,-83.227943,-5.262433,-0.001286949,-0.091829456
259278,0.125624,0.619562,-0.061275,7.740012,-82.871474,-5.151835,-0.001069433,-0.089899521
259378,-0.037214,0.781107,-0.066047,7.546187,-82.42264,-4.978086,-0.001152718,-0.086867601
259478,-0.203756,0.939898,-0.098493,7.328785,-81.880904,-4.876675,-0.001718998,-0.085097979
259578,-0.294311,1.069183,-0.135304,7.158201,-81.262871,-4.874902,-0.002361461,-0.08506704
259678,-0.279346,1.119077,-0.162192,7.079455,-80.614615,-4.957433,-0.002830737,-0.086507206
259778,-0.18925,1.063177,-0.168217,7.092892,-79.997973,-5.081248,-0.002935891,-0.088667778
259878,-0.067577,0.857858,-0.193869,7.324288,-79.496573,-5.355903,-0.003383596,-0.093460507
259978,0.033533,0.508813,-0.190891,7.718528,-79.193896,-5.737648,-0.003331621,-0.100121958
260078,0.120238,0.117421,-0.165061,8.228942,-79.115243,-6.187319,-0.00288081,-0.107968717
260178,0.152895,-0.198128,-0.141303,8.824549,-79.216881,-6.70464,-0.002466161,-0.116995968
260278,0.168538,-0.414456,-0.122628,9.492218,-79.44166,-7.285866,-0.002140226,-0.127138362
260378,0.157686,-0.522466,-0.121087,10.236716,-79.726246,-7.951033,-0.002113331,-0.138745526
260478,0.062516,-0.508543,-0.132452,10.994351,-80.000115,-8.684336,-0.002311685,-0.151541663
260578,-0.101845,-0.348525,-0.122652,11.559537,-80.183523,-9.317355,-0.002140645,-0.162587845
260678,-0.276838,-0.089049,-0.096859,11.781795,-80.223464,-9.7039,-0.00169048,-0.169333055
260778,-0.391924,0.146563,-0.08609,11.744374,-80.132384,-9.893842,-0.001502529,-0.172647543
260878,-0.397648,0.255374,-0.082685,11.619728,-79.980801,-9.998613,-0.001443101,-0.174475797
260978,-0.323899,0.231124,-0.063372,11.492669,-79.845297,-10.058042,-0.001106032,-0.175512833
261078,-0.231422,0.142116,-0.047956,11.42736,-79.761801,-10.126381,-0.000836976,-0.176705348
261178,-0.141449,0.035912,-0.031761,11.429542,-79.74005,-10.210919,-0.000554325,-0.178180537
261278,-0.094697,-0.072256,-0.01356,11.469605,-79.78135,-10.30672,-0.000236663,-0.179852264
261378,-0.087463,-0.165637,0.004523,11.51709,-79.877337,-10.405822,7.89399E-05,-0.181581594
261478,-0.070761,-0.231724,0.017062,11.578602,-80.011996,-10.509411,0.000297783,-0.183389222
261578,-0.021173,-0.267558,0.034004,11.639998,-80.168793,-10.58399,0.000593472,-0.184690626
261678,0.019023,-0.287983,0.048806,11.69208,-80.33878,-10.625712,0.000851811,-0.185418674
261778,0.005951,-0.280151,0.063747,11.682985,-80.506089,-10.612965,0.001112576,-0.185196239
261878,-0.048758,-0.251458,0.070296,11.599794,-80.658008,-10.55689,0.001226876,-0.184217731
261978,-0.133081,-0.225821,0.070277,11.448142,-80.795466,-10.480422,0.001226544,-0.182883364
262078,-0.204103,-0.19523,0.066731,11.243582,-80.915255,-10.391609,0.001164656,-0.181333577
262178,-0.236772,-0.161747,0.05805,11.024374,-81.015169,-10.306943,0.001013147,-0.179856155
262278,-0.228229,-0.132561,0.056748,10.79166,-81.098451,-10.203669,0.000990423,-0.178054024
262378,-0.194452,-0.122849,0.053485,10.580728,-81.175854,-10.102877,0.000933474,-0.176295204
262478,-0.15409,-0.131793,0.047197,10.419511,-81.257599,-10.029012,0.000823729,-0.175006259
262578,-0.118456,-0.158569,0.040664,10.318966,-81.353752,-9.995886,0.000709709,-0.174428211
262678,-0.089254,-0.194933,0.037376,10.27094,-81.470084,-9.998964,0.000652323,-0.174481922
262778,-0.063142,-0.22477,0.036118,10.262943,-81.603119,-10.027383,0.000630367,-0.174977833
262878,-0.044796,-0.239738,0.035665,10.278401,-81.744538,-10.068875,0.000622461,-0.175701869
262978,-0.022151,-0.247444,0.03168,10.329532,-81.889859,-10.133287,0.000552911,-0.176825858
263078,0.001982,-0.242514,0.024865,10.42085,-82.031627,-10.224299,0.000433969,-0.178414018
263178,0.035026,-0.225236,0.019723,10.542804,-82.163017,-10.327103,0.000344226,-0.180207947
263278,0.060589,-0.184424,0.018376,10.657383,-82.271153,-10.407656,0.000320716,-0.181613597
263378,0.062978,-0.133612,0.022908,10.716988,-82.351051,-10.431342,0.000399813,-0.182026918
263478,0.053207,-0.102184,0.027931,10.725734,-82.413709,-10.409367,0.00048748,-0.181643454
263578,0.04116,-0.097926,0.031515,10.709096,-82.47428,-10.368754,0.000550031,-0.180934757
263678,0.0309,-0.099595,0.0382,10.659068,-82.536423,-10.300403,0.000666705,-0.179742032
263778,0.030347,-0.089964,0.050835,10.545459,-82.594382,-10.168267,0.000887223,-0.177436259
263878,0.047295,-0.057741,0.070921,10.326383,-82.636137,-9.920011,0.001237784,-0.173104192
263978,0.085361,-0.020802,0.094678,9.993713,-82.659237,-9.535253,0.001652415,-0.166390165
264078,0.116362,-0.001363,0.116216,9.567444,-82.673075,-9.038236,0.002028318,-0.157717218
264178,0.139903,-0.000191,0.129832,9.092028,-82.686968,-8.478091,0.002265958,-0.147942688
264278,0.160987,-0.006188,0.146421,8.557233,-82.70503,-7.845928,0.002555486,-0.136911444
264378,0.186621,0.012385,0.165842,7.936501,-82.713291,-7.112346,0.00289444,-0.124110438
264478,0.20813,0.053253,0.187632,7.206862,-82.698829,-6.256545,0.003274741,-0.10917671
264578,0.218571,0.102268,0.203926,6.390157,-82.656077,-5.306881,0.00355912,-0.092605073
264678,0.231999,0.126116,0.208505,5.561385,-82.598234,-4.337187,0.003639038,-0.075683913
264778,0.226328,0.126901,0.202811,4.768171,-82.537843,-3.406504,0.00353966,-0.059443495
264878,0.187778,0.139926,0.19461,3.99877,-82.467948,-2.521983,0.003396528,-0.044008603
264978,0.13328,0.212458,0.191129,3.211692,-82.354803,-1.650945,0.003335774,-0.02880899
265078,0.086607,0.314957,0.195168,2.388174,-82.181409,-0.769831,0.003406267,-0.013433551
265178,0.065819,0.411174,0.197191,1.57172,-81.951179,0.092553,0.003441575,0.00161505
265278,0.082634,0.490225,0.199097,0.800406,-81.673948,0.919607,0.00347484,0.016047142
265378,0.137499,0.542739,0.201038,0.104405,-81.365032,1.702921,0.003508716,0.029715971
265478,0.226874,0.577477,0.207532,-0.512319,-81.034768,2.458498,0.003622056,0.04290079
265578,0.331762,0.639517,0.227411,-1.086294,-80.667489,3.232375,0.003969004,0.056404944
265678,0.438996,0.740211,0.252025,-1.621217,-80.240923,4.029839,0.004398592,0.070320691
265778,0.533432,0.816824,0.249802,-2.031081,-79.76939,4.756342,0.004359794,0.082998168
265878,0.547257,0.861444,0.225357,-2.303237,-79.272106,5.351976,0.003933156,0.093391981
265978,0.456128,0.813587,0.199669,-2.520195,-78.802488,5.839171,0.003484823,0.101893534
266078,0.279882,0.664368,0.153494,-2.699689,-78.419371,6.185877,0.002678931,0.107943554
266178,0.047892,0.4768,0.106535,-2.891855,-78.144972,6.410204,0.001859355,0.11185806
266278,-0.113333,0.25642,0.063176,-3.081515,-77.998086,6.537747,0.001102611,0.114083685
266378,-0.19201,0.057656,0.028061,-3.248026,-77.966181,6.595593,0.000489749,0.115093098
266478,-0.211427,-0.135763,0.021688,-3.438532,-78.045323,6.666598,0.000378521,0.116332135
266578,-0.166886,-0.403083,0.03322,-3.68303,-78.277109,6.818798,0.000579789,0.118988025
266678,-0.063547,-0.708306,0.032633,-3.933408,-78.683472,7.037235,0.000569544,0.122799751
266778,0.113426,-0.927994,0.013582,-4.089288,-79.21611,7.262321,0.000237047,0.126727501
266878,0.336129,-0.960851,0.008048,-4.125412,-79.767703,7.494952,0.000140462,0.130786912
266978,0.556384,-0.845502,0.059836,-4.192374,-80.251167,7.886629,0.001044318,0.137621676
267078,0.697428,-0.67027,0.10212,-4.301395,-80.632576,8.402378,0.0017823,0.146621496
267178,0.745209,-0.45862,0.134671,-4.465043,-80.891413,9.000713,0.002350413,0.157062442
267278,0.71272,-0.246952,0.157811,-4.688983,-81.02794,9.640909,0.002754275,0.168233862
267378,0.609607,-0.080892,0.158936,-4.935764,-81.069151,10.244254,0.00277391,0.178762232
267478,0.449968,0.020315,0.142683,-5.184617,-81.052992,10.75708,0.002490246,0.187711046
267578,0.28746,0.090804,0.127686,-5.44609,-80.997058,11.188469,0.002228504,0.195238784
267678,0.157932,0.161898,0.119573,-5.722264,-80.900743,11.559685,0.002086908,0.201716503
267778,0.051176,0.227788,0.108072,-5.987194,-80.767326,11.857677,0.001886181,0.206916464
267878,-0.041515,0.240965,0.071491,-6.165277,-80.628547,12.013967,0.001247732,0.209643724
267978,-0.093149,0.131106,0.019128,-6.230318,-80.555671,12.025739,0.000333841,0.209849146
268078,-0.066634,-0.066035,-0.011082,-6.250253,-80.597089,12.007191,-0.000193414,0.209525483
268178,-0.026267,-0.212146,-0.016576,-6.283697,-80.722152,12.025776,-0.000289301,0.209849791
268278,-0.010711,-0.264796,-0.030919,-6.278691,-80.878128,12.014432,-0.000539629,0.209651838
268378,-0.016702,-0.279,-0.050728,-6.210847,-81.043423,11.93599,-0.000885356,0.208283026
268478,-0.027381,-0.293713,-0.065514,-6.09759,-81.217959,11.805431,-0.001143416,0.206004771
268578,-0.041622,-0.310426,-0.074285,-5.961088,-81.402459,11.643165,-0.001296496,0.203173229
268678,-0.049365,-0.319222,-0.070288,-5.841445,-81.59163,11.493539,-0.001226736,0.200562256
268778,-0.056695,-0.31477,-0.054303,-5.781371,-81.777246,11.399942,-0.00094775,0.198928988
268878,-0.067725,-0.296136,-0.031025,-5.81071,-81.950833,11.390322,-0.000541479,0.198761119
268978,-0.089419,-0.282649,-0.022623,-5.882119,-82.116198,11.410632,-0.000394839,0.199115528
269078,-0.113218,-0.290686,-0.022564,-5.973139,-82.286104,11.436962,-0.000393809,0.199574987
269178,-0.120451,-0.317514,-0.030765,-6.047956,-82.471762,11.442753,-0.000536942,0.19967604
