0.955436872,0.074927728,0.144650824,-0.001096451,-0.000790844,-0.001135145,1
0.963277572,0.074676368,0.146601643,-0.001216547,-0.000965987,-0.001105474,1
0.966393723,0.076811959,0.149627039,-0.001435865,-0.001093658,-0.001112595,1
0.971480577,0.076331265,0.152262597,-0.001661187,-0.001062661,-0.001113625,1
0.980789464,0.073661342,0.152186425,-0.001824654,-0.000963771,-0.00107254,1
0.987496954,0.070330031,0.149276868,-0.001959045,-0.00089408,-0.001032991,1
0.991260828,0.073905258,0.144246506,-0.002030603,-0.000788173,-0.000982725,1
0.990256816,0.071666165,0.137477834,-0.002077588,-0.000660031,-0.000897187,1
0.985197494,0.071863378,0.133222048,-0.002088182,-0.000636836,-0.000839399,1
0.980844631,0.069380675,0.13652858,-0.002035595,-0.000788121,-0.000826309,1
0.98534005,0.068104195,0.144366425,-0.001963705,-0.001068805,-0.000771645,1
0.993727114,0.063354153,0.149308479,-0.002073294,-0.001104113,-0.000727226,1
0.99861237,0.059373792,0.151757838,-0.001859718,-0.000812486,-0.000622175,1
0.993789214,0.063516899,0.147992026,-0.001409179,-0.000404445,-0.000564928,1
0.983287871,0.07191467,0.139637899,-0.001345352,-0.000305921,-0.000458568,1
0.977826985,0.065361668,0.146616123,-0.001836645,-0.000550232,-0.00039153,1
0.99125522,0.056298634,0.154606211,-0.001742188,-0.000634008,-0.000263824,1
1.007522854,0.058299929,0.155078646,-0.001638585,-5.66E-05,-3.91E-05,1
0.99742746,0.063472032,0.146171526,-0.001546135,0.000253492,0.000225636,1
0.989181525,0.064377744,0.140585929,-0.001374883,8.54E-05,0.000328942,1
0.990219188,0.06502924,0.138867401,-0.001070742,-0.000160186,0.000365018,1
0.990781663,0.064664284,0.141647861,-0.000927712,-0.000379976,0.000447729,1
0.995186736,0.066062723,0.141402824,-0.000860971,-0.000601824,0.000562363,1
0.998351629,0.065198921,0.15233204,-0.000797092,-0.000652928,0.000643887,1
1.001161355,0.064591068,0.157257881,-0.000627847,-0.000621878,0.00073515,1
0.998698638,0.06222706,0.151661577,-0.000388772,-0.000597531,0.000747978,1
1.000143474,0.059941264,0.148701544,-0.000195547,-0.000397726,0.000742498,1
0.99622858,0.053788195,0.147084784,-0.00010184,-0.000173556,0.0008949,1
0.995814881,0.050327584,0.144323291,2.98E-05,-1.86E-05,0.001041525,1
0.990454233,0.045574483,0.140095241,0.000258413,8.75E-05,0.001161447,1
0.984607486,0.04983965,0.136076336,0.00061474,0.000124233,0.001346871,1
0.987333799,0.056006281,0.134652608,0.000721379,0.000248832,0.001512101,1
0.992791116,0.053880071,0.140983108,0.000812852,0.000518834,0.001594358,1
0.999715091,0.042988074,0.14212101,0.000983633,0.000531348,0.001553936,1
1.000192115,0.030375001,0.143061086,0.001301352,0.000307021,0.001498051,1
0.99142745,0.026685361,0.13425961,0.001575369,-1.91E-05,0.001531701,1
0.97879806,0.027498075,0.132230782,0.001881308,-0.000603238,0.001526674,1
0.972018885,0.034855226,0.142206768,0.00219723,-0.001196702,0.001490511,1
0.974929869,0.044100789,0.152449205,0.002354135,-0.001531701,0.001439164,1
0.978005435,0.048903652,0.162431819,0.002462206,-0.001431187,0.00124634,1
0.973421913,0.048744678,0.156866412,0.00232813,-0.001156787,0.001075769,1
0.973969908,0.044224072,0.149075474,0.002375498,-0.001139368,0.000806011,1
0.994022729,0.040983108,0.150748115,0.002597608,-0.001217577,0.000567773,1
1.013509506,0.036477594,0.151077993,0.002800433,-0.000799535,0.000284122,1
1.009658446,0.035142582,0.14526918,0.003067608,-0.000257279,7.84E-06,1
0.997943742,0.029475101,0.137103088,0.003226782,0.000240192,-0.000338943,1
0.987736587,0.021614211,0.130503995,0.003420531,0.00055971,-0.00064256,1
0.98707836,0.014858999,0.120909485,0.003499717,0.000783374,-0.00076311,1
0.976895984,0.01653062,0.118127189,0.003395817,0.000822696,-0.000796254,1
0.968861232,0.021139125,0.119878042,0.003412852,0.000720262,-0.000760248,1
0.971501379,0.028327309,0.122295789,0.003414457,0.000524873,-0.000691674,1
0.977299689,0.036108865,0.130824492,0.003326423,0.000357478,-0.000623676,1
0.983618973,0.042534913,0.135542616,0.003321519,0.000259216,-0.000605559,1
0.987174723,0.051472827,0.140294188,0.003192783,0.00025953,-0.0005055,1
0.995677423,0.062522574,0.14001295,0.002978736,0.00027379,-0.000476702,1
0.999547144,0.071087578,0.135806417,0.002642481,0.000280823,-0.000424726,1
1.004743822,0.077888576,0.13170522,0.002342197,0.00021581,-0.000351248,1
1.002153437,0.082021281,0.129825374,0.002093627,0.000142524,-0.000319954,1
0.996093059,0.083453473,0.129661607,0.001905009,-4.50E-06,-0.000238691,1
0.990158617,0.084148308,0.128917622,0.001760723,-0.000313304,-0.000205129,1
0.980693407,0.079898436,0.129412592,0.001752136,-0.000620499,-0.000180642,1
0.984677846,0.074984628,0.13522834,0.001609874,-0.000871199,-0.000114633,1
0.981894021,0.066371697,0.140074031,0.001684941,-0.001198954,-2.76E-05,1
0.983352623,0.063286953,0.143869109,0.001558457,-0.001355301,3.67E-05,1
0.984851606,0.060727364,0.149679146,0.001423752,-0.001281176,0.000137584,1
0.981660302,0.059655744,0.145390526,0.001497719,-0.001228398,0.000270578,1
