x,y,z
1250.071,1010.848,1
1250.071,1010.848,1
1250.071,1010.848,1
1250.071,1010.848,1
1250.071,1010.848,1
1250.071,1010.848,1
1250.071,1010.848,1
1251.334,1010.537,1
1253.048,1009.325,1
1253.048,1009.325,1
1254.168,1011.937,1
1257.290,1011.146,1
