time,gx,gy,gz,ax,ay,az,mx,my,mz,p
344736,0.068918,-0.234081,-0.302064,0.055638454,-0.036502371,0.896999588,0.694752,-0.167114,-0.611954,1016.549011
344836,0.075712,-0.254752,-0.196141,0.114886495,-0.002178247,0.830298557,0.64347,-0.147391,-0.610505,1016.549011
344936,0.0806,-0.268108,-0.14093,0.152748041,0.037956082,0.790954124,0.607223,-0.133619,-0.614854,1016.549011
345036,0.0984,-0.286546,-0.121876,0.166922268,0.059012062,0.759803299,0.585544,-0.119265,-0.62567,1016.549011
345136,0.132188,-0.314421,-0.146963,0.171157526,0.076438557,0.721713505,0.575835,-0.112004,-0.638338,1016.549011
345236,0.167777,-0.34156,-0.212489,0.174881856,0.098533505,0.682921856,0.577628,-0.105801,-0.653552,1016.549011
345336,0.195194,-0.339404,-0.27355,0.167210722,0.124630515,0.656267629,0.58343,-0.101581,-0.670366,1016.549011
345436,0.201876,-0.300198,-0.296391,0.140776186,0.137811237,0.648304021,0.598803,-0.100213,-0.693327,1016.549011
345536,0.199006,-0.257067,-0.270484,0.11454134,0.134777835,0.650999897,0.619689,-0.095371,-0.717607,1016.549011
345636,0.18412,-0.23302,-0.23334,0.098734742,0.123817216,0.664189485,0.646682,-0.096241,-0.749688,1016.549011
345736,0.164558,-0.259153,-0.204102,0.086120825,0.115213402,0.693875876,0.674004,-0.08882,-0.798381,1016.550781
345836,0.142119,-0.306251,-0.176966,0.093822474,0.097992887,0.738885155,0.706874,-0.079821,-0.850496,1016.550781
345936,0.116235,-0.339359,-0.150254,0.109068351,0.083423402,0.789148144,0.728401,-0.068858,-0.908534,1016.550781
346036,0.093016,-0.349206,-0.106745,0.120102887,0.074663196,0.840164124,0.745988,-0.053749,-0.96837,1016.550781
346136,0.076899,-0.339228,-0.047647,0.124912165,0.078318557,0.879648247,0.749527,-0.042645,-1.023416,1016.550781
346236,0.063974,-0.323668,0.011053,0.129353814,0.091343196,0.896887629,0.746891,-0.033447,-1.068044,1016.550781
346336,0.061419,-0.325842,0.073299,0.138658247,0.107702887,0.893910619,0.728013,-0.02676,-1.096785,1016.550781
346436,0.066897,-0.337894,0.121232,0.160651237,0.126403608,0.892361134,0.711906,-0.022667,-1.11413,1016.550781
346536,0.074347,-0.345578,0.150623,0.202394227,0.146975464,0.896238969,0.68431,-0.020955,-1.130107,1016.550781
346636,0.081328,-0.325035,0.16582,0.251942062,0.169042371,0.898618763,0.660943,-0.02146,-1.132664,1016.550781
346736,0.08915,-0.278491,0.167346,0.293222165,0.174706701,0.894488351,0.638073,-0.018011,-1.134518,1016.550781
346836,0.090832,-0.207362,0.152276,0.315142268,0.176780928,0.894323299,0.626252,-0.020449,-1.142171,1016.550781
346936,0.085682,-0.120389,0.119041,0.311490412,0.172118969,0.897229691,0.613482,-0.017793,-1.15157,1016.550781
347036,0.080662,-0.044877,0.086956,0.286116701,0.172950206,0.920507216,0.616836,-0.015406,-1.170985,1016.550781
347136,0.068505,0.010753,0.057736,0.255012887,0.173754742,0.950869588,0.613323,-0.010153,-1.195774,1016.550781
347236,0.059276,0.047518,0.050924,0.232203608,0.17123866,0.984977113,0.622279,-0.002084,-1.220905,1016.550781
347336,0.063357,0.07201,0.044637,0.223686186,0.173177835,1.013223299,0.625413,0.005493,-1.254587,1016.545044
347436,0.077145,0.089847,0.033443,0.218252268,0.175809072,1.034606495,0.63339,0.018584,-1.279964,1016.545044
347536,0.090775,0.112205,0.009222,0.213463299,0.172910928,1.052487423,0.638327,0.028613,-1.302997,1016.545044
347636,0.108548,0.131983,-0.015854,0.207349794,0.166492474,1.065573918,0.645724,0.037035,-1.324605,1016.545044
347736,0.123528,0.139912,-0.04715,0.200396701,0.159669588,1.076141856,0.651499,0.047137,-1.339114,1016.545044
347836,0.139278,0.129697,-0.083531,0.196297423,0.171594536,1.093929897,0.663155,0.054911,-1.348726,1016.545044
347936,0.157428,0.098198,-0.129294,0.198368041,0.201153196,1.13992433,0.666943,0.062577,-1.363863,1016.545044
348036,0.172749,0.092824,-0.188989,0.241507732,0.22271299,1.187054845,0.68159,0.076257,-1.372669,1016.545044
348136,0.176752,0.147897,-0.241181,0.326512887,0.22112268,1.226436495,0.695841,0.090709,-1.386948,1016.545044
348236,0.174495,0.257138,-0.268147,0.409888454,0.202790103,1.263191134,0.725538,0.112365,-1.400341,1016.545044
348336,0.165343,0.406943,-0.240978,0.46345433,0.169703608,1.324022268,0.769824,0.136146,-1.421124,1016.545044
348436,0.155193,0.609969,-0.162284,0.454263505,0.117970928,1.427184845,0.839546,0.162087,-1.443273,1016.545044
348536,0.159698,0.829628,-0.067974,0.346409897,0.049657526,1.538633711,0.927382,0.186917,-1.448422,1016.545044
348636,0.191177,0.865765,0.069501,0.238793299,0.052129072,1.570588041,1.02008,0.203119,-1.421438,1016.545044
348736,0.236678,0.6914,0.111545,0.100637113,0.10652567,1.55100268,1.094276,0.217639,-1.363997,1016.545044
348836,0.247231,0.527918,0.035674,-0.019877732,0.149236598,1.448326392,1.140423,0.229911,-1.271629,1016.545044
348936,0.186999,0.415217,-0.026567,-0.129203299,0.077130515,1.300786082,1.142906,0.242028,-1.161781,1016.545044
349036,0.104029,0.263801,0.014818,-0.262889588,-0.057753402,1.197566082,1.116933,0.244012,-1.049976,1016.545044
349136,0.039793,0.035732,0.124398,-0.336993814,-0.146397938,1.075415052,1.055022,0.24073,-0.962029,1016.545044
349236,0.001074,-0.269405,0.282781,-0.334986701,-0.194717113,0.963757629,0.99557,0.239616,-0.899021,1016.545044
349336,0.007934,-0.54356,0.424981,-0.245682371,-0.220845464,0.92775866,0.938228,0.229654,-0.870533,1016.545044
349436,0.045272,-0.675691,0.49485,-0.100673505,-0.24840433,0.972981237,0.893134,0.217782,-0.858161,1016.545044
349536,0.104143,-0.630448,0.488916,0.023649897,-0.24195866,1.048268041,0.861633,0.192677,-0.855468,1016.545044
349636,0.17835,-0.464771,0.415021,0.095243608,-0.190196495,1.105607423,0.841939,0.163037,-0.845478,1016.545044
349736,0.239878,-0.248891,0.314851,0.109785361,-0.11574299,1.125266598,0.823198,0.123841,-0.83447,1016.545044
349836,0.249401,-0.058302,0.239392,0.108320722,-0.024419485,1.129606701,0.807734,0.081071,-0.812618,1016.545044
349936,0.197068,0.069848,0.235488,0.108260619,0.070834948,1.131904021,0.785659,0.036073,-0.783872,1016.545044
350036,0.114372,0.119593,0.28017,0.081585567,0.148368247,1.114556701,0.755588,-0.003413,-0.75285,1016.545044
350136,0.031163,0.077049,0.319801,0.036170309,0.186099175,1.064964536,0.718017,-0.031941,-0.718773,1016.545044
350236,-0.047094,0.007227,0.338532,0.033981649,0.201475361,1.017106495,0.672628,-0.048048,-0.691085,1016.545044
350336,-0.11566,-0.042357,0.336827,0.074193196,0.197069691,0.965778763,0.613967,-0.053068,-0.671365,1016.545044
350436,-0.182403,-0.068335,0.321657,0.110661237,0.173202062,0.889017216,0.57336,-0.047148,-0.656579,1016.545044
350536,-0.242948,-0.064503,0.280437,0.143666186,0.139404948,0.801504021,0.535486,-0.030226,-0.653253,1016.546753
350636,-0.286452,-0.051679,0.248603,0.157695361,0.096547423,0.716780412,0.50819,-0.009195,-0.655719,1016.546753
350736,-0.307186,-0.031998,0.230841,0.151403299,0.061966907,0.640756392,0.493459,0.016387,-0.663449,1016.546753
350836,-0.305509,-0.011944,0.206591,0.13384701,0.042112784,0.587229278,0.487201,0.039865,-0.671779,1016.546753
350936,-0.284526,-0.008002,0.162289,0.113234948,0.034784536,0.558633299,0.484535,0.065049,-0.685529,1016.546753
351036,-0.25522,-0.022081,0.111653,0.098418969,0.030881649,0.558594227,0.491898,0.091239,-0.702724,1016.546753
351136,-0.226048,-0.052653,0.082569,0.086014742,0.039006289,0.584774433,0.497308,0.118553,-0.721869,1016.546753
351236,-0.213146,-0.067273,0.054176,0.08117,0.052878557,0.633146701,0.508271,0.145973,-0.745009,1016.546753
351336,-0.216625,-0.070416,0.025754,0.071920825,0.045052268,0.686767629,0.511856,0.178711,-0.772396,1016.546753
351436,-0.222699,-0.08789,-0.011405,0.069692165,0.023338247,0.732305567,0.516885,0.20981,-0.797361,1016.546753
351536,-0.218299,-0.12112,-0.057282,0.083426289,-0.002332474,0.774812887,0.511621,0.245969,-0.830596,1016.546753
351636,-0.212436,-0.165475,-0.092735,0.101691237,-0.023684639,0.812848454,0.504286,0.279973,-0.859935,1016.546753
351736,-0.204153,-0.216301,-0.103382,0.11879732,-0.035133505,0.848664124,0.48399,0.309201,-0.889532,1016.546753
351836,-0.187281,-0.273801,-0.095003,0.128634845,-0.046566804,0.890499072,0.46304,0.333567,-0.911361,1016.546753
351936,-0.171893,-0.321884,-0.083355,0.14291567,-0.049628866,0.924702784,0.432004,0.351326,-0.927526,1016.546753
352036,-0.158208,-0.343118,-0.06973,0.162740103,-0.056475155,0.949385052,0.406342,0.366739,-0.938293,1016.546753
352136,-0.1499,-0.347338,-0.050499,0.183083918,-0.063267423,0.961907938,0.367587,0.375544,-0.942396,1016.548523
352236,-0.148848,-0.336097,-0.031972,0.207090309,-0.072649794,0.970111649,0.33667,0.37793,-0.940305,1016.548523
352336,-0.143272,-0.292112,-0.018021,0.233575567,-0.083756186,0.975971753,0.306751,0.37634,-0.938917,1016.548523
352436,-0.131856,-0.210364,-0.002389,0.254640309,-0.09725134,0.972400515,0.288749,0.373964,-0.935551,1016.548523
352536,-0.118081,-0.106717,0.016761,0.270144433,-0.098190103,0.966496392,0.268772,0.371171,-0.93321,1016.548523
352636,-0.104351,-0.020684,0.038668,0.272157732,-0.084012371,0.967417423,0.26635,0.367915,-0.937387,1016.548523
352736,-0.099933,0.025458,0.040289,0.275544639,-0.056495361,0.984753608,0.267024,0.367867,-0.946909,1016.548523
352836,-0.097427,0.038775,0.027562,0.281661856,-0.033261959,1.011226495,0.272326,0.365641,-0.964553,1016.548523
352936,-0.098069,0.041712,0.005945,0.277225155,-0.009644021,1.048774433,0.282088,0.360805,-0.981323,1016.548523
353036,-0.111456,0.080847,-0.017523,0.268314021,0.018112062,1.094409897,0.303811,0.359267,-0.997911,1016.548523
353136,-0.144406,0.154694,-0.026441,0.24852,0.036469691,1.126493814,0.315536,0.353331,-1.013232,1016.548523
353236,-0.181685,0.217339,-0.01546,0.211349897,0.035809794,1.128094536,0.333705,0.351182,-1.026349,1016.548523
353336,-0.220028,0.233955,0.023649,0.191193505,0.021057938,1.115704639,0.355856,0.346478,-1.039591,1016.548523
353436,-0.25009,0.248052,0.093128,0.186283814,-0.012724021,1.116591546,0.374988,0.340752,-1.051385,1016.548523
353536,-0.264409,0.298118,0.191667,0.20138299,-0.047562165,1.137918454,0.39358,0.326991,-1.062087,1016.548523
353636,-0.261416,0.368847,0.308065,0.222902062,-0.06126134,1.171259175,0.423618,0.312526,-1.072311,1016.548523
353736,-0.244649,0.416242,0.389832,0.263087113,-0.034847216,1.233392784,0.453059,0.288884,-1.078494,1016.548523
353836,-0.221033,0.437331,0.355829,0.334065567,0.021264536,1.299939897,0.493867,0.26731,-1.079548,1016.548523
353936,-0.205145,0.459792,0.218272,0.43776268,0.081434227,1.385153608,0.54164,0.240145,-1.080879,1016.548523
354036,-0.180854,0.550722,0.039757,0.501060928,0.149577835,1.498951856,0.601972,0.211265,-1.061241,1016.548523
354136,-0.163147,0.681124,-0.107315,0.439254227,0.23113,1.58156866,0.66699,0.172615,-1.027064,1016.548523
354236,-0.160586,0.727562,-0.155914,0.29380732,0.30344567,1.571899588,0.728958,0.127104,-0.963678,1016.548523
354336,-0.14917,0.69992,-0.135113,0.113594124,0.333476186,1.470807629,0.763612,0.07797,-0.878462,1016.548523
354436,-0.148018,0.657497,-0.037387,-0.070333814,0.279,1.321470412,0.77155,0.028436,-0.77626,1016.548523
354536,-0.149265,0.520494,0.104221,-0.252345361,0.211919072,1.145239381,0.748165,-0.018463,-0.676966,1016.548523
354636,-0.125343,0.226707,0.171898,-0.341200928,0.17276134,0.989707835,0.710851,-0.0514,-0.603531,1016.548523
354736,-0.104668,-0.121149,0.108538,-0.341622577,0.175327526,0.841284845,0.673061,-0.078014,-0.557331,1016.548523
354836,-0.103292,-0.447064,-0.011779,-0.272036598,0.192466804,0.792634948,0.653276,-0.086569,-0.539251,1016.548523
354936,-0.064892,-0.651655,-0.094649,-0.15551567,0.230854124,0.82756732,0.640404,-0.088637,-0.54388,1016.548523
355036,-0.035207,-0.734989,-0.211127,-0.034110619,0.28639732,0.87891701,0.642701,-0.078954,-0.558916,1016.548523
355136,-0.004708,-0.664741,-0.315264,0.082033505,0.346529485,0.98515,0.646076,-0.070565,-0.578526,1016.548523
355236,0.019501,-0.459396,-0.305866,0.141585567,0.375429897,1.075661443,0.649335,-0.048586,-0.589928,1016.548523
355336,0.031753,-0.221098,-0.251588,0.137554639,0.371378557,1.113360309,0.643985,-0.033288,-0.594666,1016.548523
355436,0.023622,-0.020956,-0.305585,0.098667629,0.314025155,1.118220722,0.629452,-0.014439,-0.587207,1016.544495
355536,0.022718,0.093546,-0.370097,0.07291433,0.227270722,1.120751649,0.600895,0.002944,-0.575831,1016.544495
355636,0.04181,0.08947,-0.428921,0.042481237,0.147859278,1.09298866,0.566794,0.020743,-0.560932,1016.544495
355736,0.085272,0.007124,-0.455777,0.015759072,0.072089278,1.063171959,0.528769,0.036781,-0.549635,1016.544495
355836,0.135491,-0.064528,-0.422077,0.001027113,0.005022887,1.011890619,0.488206,0.046286,-0.53667,1016.544495
355936,0.167198,-0.111752,-0.331534,-0.001156392,-0.024786701,0.916449175,0.451852,0.057302,-0.535648,1016.544495
356036,0.173353,-0.178913,-0.243677,0.019980825,-0.020639175,0.821907113,0.42504,0.064398,-0.539325,1016.544495
356136,0.156156,-0.274737,-0.181552,0.053146804,0.001772577,0.764805773,0.40925,0.070991,-0.546522,1016.544495
356236,0.134298,-0.347628,-0.142948,0.079825361,0.020291856,0.748165361,0.402483,0.077586,-0.556715,1016.544495
356336,0.123889,-0.379198,-0.099973,0.10557,0.040799381,0.743934845,0.404724,0.07671,-0.570285,1016.544495
356436,0.122981,-0.37222,-0.059468,0.126097629,0.059783505,0.732207938,0.413938,0.075225,-0.583879,1016.544495
356536,0.126879,-0.330219,-0.037863,0.139138454,0.070745773,0.717843505,0.421152,0.069288,-0.597702,1016.544495
356636,0.137984,-0.257989,-0.03597,0.145593505,0.079057629,0.70605268,0.438216,0.062903,-0.605524,1016.544495
356736,0.155902,-0.178986,-0.037325,0.13758732,0.080809794,0.700140722,0.455332,0.049214,-0.617225,1016.544495
356836,0.180036,-0.127228,-0.034572,0.127271546,0.08549567,0.704101649,0.480978,0.039022,-0.631746,1016.544495
356936,0.201944,-0.104719,-0.026511,0.115954124,0.087845464,0.716484845,0.504702,0.026564,-0.650392,1016.544495
357036,0.213992,-0.109072,-0.020175,0.10433299,0.09081567,0.735435876,0.535521,0.019764,-0.674754,1016.546204
357136,0.21026,-0.121808,-0.006197,0.093194948,0.097681134,0.751163402,0.565478,0.010353,-0.706766,1016.546204
357236,0.19035,-0.134834,0.027354,0.083663402,0.107403918,0.764900412,0.591056,0.007231,-0.743473,1016.546204
357336,0.155036,-0.156499,0.094323,0.072310309,0.109184845,0.780503093,0.610715,0.000886,-0.783858,1016.546204
357436,0.123399,-0.175188,0.178214,0.072111856,0.105553196,0.816951031,0.624268,0.000253,-0.816443,1016.546204
357536,0.099151,-0.185532,0.253757,0.094014845,0.102967423,0.860606289,0.625243,-0.007447,-0.843389,1016.546204
357636,0.084573,-0.196592,0.297868,0.13187866,0.119289691,0.89446,0.625544,-0.015596,-0.86084,1016.546204
357736,0.083263,-0.207929,0.293777,0.183821753,0.144210206,0.912458041,0.608747,-0.031336,-0.87068,1016.546204
357836,0.09738,-0.214887,0.255357,0.240057113,0.170523299,0.915821237,0.598399,-0.040797,-0.878189,1016.546204
357936,0.110652,-0.195227,0.207806,0.274444433,0.188507526,0.905425258,0.587971,-0.058897,-0.88263,1016.546204
358036,0.12003,-0.160332,0.17293,0.288258866,0.199506392,0.886626392,0.589634,-0.073362,-0.893888,1016.546204
358136,0.113064,-0.106981,0.143717,0.283640412,0.201328247,0.865029691,0.593389,-0.08413,-0.909965,1016.546204
358236,0.101043,-0.028364,0.109389,0.283337732,0.191227423,0.869428866,0.611795,-0.094597,-0.937033,1016.546204
358336,0.095992,0.058439,0.086544,0.277868763,0.178898557,0.899844433,0.633246,-0.109427,-0.967828,1016.546204
358436,0.098308,0.13159,0.060504,0.25071433,0.167680103,0.94287433,0.664367,-0.118422,-1.008837,1016.546204
358536,0.106601,0.18236,0.036592,0.227217835,0.167049278,0.98576732,0.694053,-0.130711,-1.053521,1016.546204
358636,0.120135,0.205111,0.009937,0.227196598,0.174165052,1.024813711,0.732281,-0.137486,-1.101423,1016.547974
358736,0.149343,0.212553,-0.023087,0.236482268,0.170640722,1.053836082,0.765949,-0.145877,-1.145404,1016.547974
358836,0.171651,0.226272,-0.068873,0.249269278,0.165235258,1.077158763,0.79721,-0.149552,-1.193155,1016.547974
358936,0.186618,0.244663,-0.102161,0.247213814,0.160127423,1.090163402,0.831267,-0.161703,-1.231816,1016.547974
359036,0.199409,0.245552,-0.133167,0.216470103,0.161134227,1.098385876,0.870816,-0.172921,-1.270924,1016.547974
359136,0.216808,0.222048,-0.18784,0.198869794,0.185748763,1.113185361,0.90534,-0.181689,-1.307408,1016.547974
359236,0.232701,0.197694,-0.265821,0.206628866,0.239906598,1.141134227,0.945408,-0.185916,-1.346659,1016.547974
359336,0.245955,0.220289,-0.360854,0.255893814,0.279210619,1.178531134,0.989094,-0.184404,-1.392129,1016.547974
359436,0.244501,0.292856,-0.443637,0.325127629,0.281199897,1.224454845,1.044772,-0.172073,-1.438034,1016.547974
359536,0.228533,0.393557,-0.498769,0.390820722,0.244132371,1.287548969,1.113577,-0.150071,-1.49195,1016.547974
359636,0.204603,0.523287,-0.490867,0.470530103,0.185014227,1.380296701,1.211253,-0.124116,-1.544129,1016.547974
359736,0.170159,0.740505,-0.39183,0.485379278,0.120335464,1.524382474,1.328608,-0.090681,-1.581876,1016.547974
359836,0.153989,0.974539,-0.22765,0.385843093,0.022140412,1.658208866,1.476678,-0.056489,-1.583474,1016.547974
359936,0.180917,1.001829,-0.097704,0.230177938,0.017981237,1.652643093,1.618623,-0.025181,-1.523598,1016.547974
360036,0.232722,0.857562,-0.035644,0.016270928,0.030964227,1.528068247,1.730267,0.004732,-1.414725,1016.547974
360136,0.210482,0.671078,0.029424,-0.143861649,0.022869381,1.352907423,1.771844,0.028643,-1.262144,1016.547974
360236,0.112277,0.486344,0.042815,-0.311728866,-0.073293918,1.20513268,1.756595,0.051364,-1.107684,1016.547974
360336,0.013171,0.18314,0.048898,-0.476567216,-0.140289278,1.077060309,1.678653,0.066643,-0.985239,1016.547974
360436,-0.029967,-0.209694,0.106516,-0.471720619,-0.157729897,0.976660619,1.586585,0.077327,-0.907636,1016.547974
360536,-0.03592,-0.523353,0.154508,-0.34700701,-0.160472784,0.932007526,1.478437,0.08008,-0.877554,1016.547974
360636,0.004947,-0.694322,0.17559,-0.111478041,-0.189622784,0.967423093,1.388176,0.076786,-0.872813,1016.547974
360736,0.08841,-0.681982,0.172985,0.105089691,-0.19808701,1.048188454,1.31205,0.063835,-0.879571,1016.547974
360836,0.17332,-0.480354,0.155349,0.224803711,-0.157637938,1.126844742,1.252159,0.035718,-0.877564,1016.547974
360936,0.223267,-0.199865,0.123344,0.223862165,-0.082547629,1.169594124,1.204466,-0.000697,-0.86294,1016.547974
361036,0.206267,0.060872,0.123859,0.167255155,0.001486907,1.178203814,1.157994,-0.039826,-0.833922,1016.547974
361136,0.123398,0.271779,0.218381,0.138485876,0.082139897,1.179763196,1.103828,-0.078419,-0.792861,1016.547974
361236,0.010644,0.368621,0.3628,0.087090103,0.131627113,1.140096082,1.044608,-0.105714,-0.746219,1016.547974
361336,-0.084435,0.298292,0.440175,0.013216907,0.15460433,1.06853732,0.976471,-0.13175,-0.702028,1016.547974
361436,-0.142446,0.139488,0.412002,-0.006279278,0.156914433,1.009231443,0.904546,-0.140349,-0.66597,1016.547974
361536,-0.175911,-0.007486,0.362803,0.04492866,0.146505979,0.949426392,0.826458,-0.140104,-0.645502,1016.547974
361636,-0.206034,-0.114988,0.359443,0.102396392,0.129361237,0.885877835,0.765475,-0.128282,-0.632442,1016.547974
361736,-0.230964,-0.188107,0.343337,0.119938557,0.108474227,0.810921856,0.706681,-0.11499,-0.629826,1016.547974
361836,-0.24244,-0.24814,0.297396,0.120758969,0.088870309,0.733391753,0.670001,-0.096084,-0.63692,1016.547974
361936,-0.249629,-0.281782,0.232747,0.123446598,0.077982371,0.661569485,0.627272,-0.075781,-0.63994,1016.545593
362036,-0.25392,-0.2857,0.172665,0.134725876,0.069597732,0.611107423,0.601682,-0.050756,-0.653224,1016.545593
362136,-0.254118,-0.24887,0.131902,0.151416804,0.056465155,0.583700309,0.578517,-0.031895,-0.663812,1016.545593
362236,-0.238595,-0.185391,0.127371,0.159011134,0.046658969,0.580122062,0.5689,-0.00902,-0.67919,1016.545593
362336,-0.22044,-0.106845,0.129878,0.159387423,0.046912474,0.606655155,0.555836,0.009547,-0.697298,1016.545593
362436,-0.206495,-0.027206,0.123709,0.15081732,0.04829433,0.652143093,0.559714,0.031332,-0.715223,1016.545593
362536,-0.205452,0.026443,0.10344,0.137640825,0.037680515,0.695132887,0.558814,0.05273,-0.744195,1016.545593
362636,-0.207502,0.020798,0.084191,0.121548557,0.016707938,0.732716907,0.568922,0.081524,-0.774783,1016.545593
362736,-0.199851,-0.03696,0.051968,0.103157113,-0.002934742,0.763429588,0.571086,0.108523,-0.806973,1016.545593
362836,-0.185132,-0.121583,0.00552,0.08585268,-0.017135361,0.787482887,0.571905,0.136929,-0.847111,1016.545593
362936,-0.164469,-0.22031,-0.044078,0.074456082,-0.023083711,0.796396701,0.56563,0.159675,-0.881532,1016.545593
363036,-0.146055,-0.306013,-0.086164,0.084481134,-0.02586268,0.811314227,0.557336,0.183376,-0.914404,1016.545593
363136,-0.119563,-0.356559,-0.111604,0.106106289,-0.027647526,0.835714227,0.534928,0.19695,-0.939791,1016.545593
363236,-0.091843,-0.373596,-0.116906,0.133252887,-0.036267216,0.85771433,0.51942,0.211216,-0.961127,1016.545593
363336,-0.072513,-0.380043,-0.112479,0.15843567,-0.04150701,0.876320412,0.489343,0.212991,-0.977604,1016.545593
363436,-0.056373,-0.396749,-0.103452,0.190908144,-0.044514845,0.893426082,0.472155,0.215887,-0.990503,1016.545593
363536,-0.048596,-0.387246,-0.082035,0.230021649,-0.045188454,0.923797938,0.452383,0.213623,-0.999159,1016.543884
363636,-0.050809,-0.323505,-0.055316,0.279943093,-0.041702577,0.973074124,0.440712,0.21157,-1.014809,1016.543884
363736,-0.064305,-0.213369,-0.024503,0.301811237,-0.032806804,1.022448557,0.429039,0.204061,-1.031238,1016.543884
363836,-0.084943,-0.112166,-0.009416,0.293116804,-0.019909072,1.071712887,0.434827,0.205266,-1.047704,1016.543884
363936,-0.107189,-0.038654,-0.016242,0.286086804,-0.01127268,1.111967732,0.438169,0.20018,-1.0675,1016.543884
364036,-0.13293,0.016857,-0.024318,0.285077938,-0.01855866,1.142948866,0.449507,0.199997,-1.08804,1016.543884
364136,-0.149373,0.0638,-0.009935,0.277165567,-0.035641546,1.156516495,0.457762,0.198624,-1.103633,1016.543884
364236,-0.152328,0.098123,0.025621,0.27139,-0.033390309,1.163728351,0.478987,0.192136,-1.120976,1016.543884
364336,-0.159219,0.133063,0.048141,0.261096289,-0.021243918,1.155259794,0.49224,0.189735,-1.137618,1016.543884
364436,-0.166959,0.166809,0.066425,0.235637835,-0.015826495,1.137210825,0.519451,0.182678,-1.155483,1016.543884
364536,-0.179568,0.211675,0.094708,0.206426392,-0.018507113,1.106751856,0.54859,0.175421,-1.16985,1016.543884
364636,-0.199348,0.283946,0.142837,0.190819381,-0.022436186,1.09595134,0.582202,0.157653,-1.185249,1016.543884
364736,-0.227576,0.385302,0.231532,0.194492887,-0.033272268,1.128666392,0.619253,0.139212,-1.198172,1016.543884
364836,-0.236924,0.46247,0.319819,0.238456392,-0.038631753,1.197066804,0.666202,0.110029,-1.209127,1016.543884
364936,-0.225132,0.52712,0.319522,0.354378041,-0.003273814,1.289226495,0.716423,0.074283,-1.209391,1016.543884
365036,-0.200787,0.599666,0.179663,0.48499866,0.045598351,1.354862784,0.783587,0.037793,-1.210174,1016.543884
365136,-0.179507,0.633678,-0.021115,0.575033814,0.110580515,1.404874124,0.869521,-0.005361,-1.203259,1016.545593
365236,-0.136972,0.639134,-0.15877,0.541030103,0.20921866,1.445332887,0.97183,-0.052906,-1.193544,1016.545593
365336,-0.119767,0.606891,-0.265358,0.384207732,0.298624536,1.47180701,1.080247,-0.108444,-1.16519,1016.545593
365436,-0.131781,0.525308,-0.350205,0.17989567,0.326291134,1.50006,1.192171,-0.162308,-1.110692,1016.545593
365536,-0.126015,0.379813,-0.294573,-0.032559381,0.270610515,1.43822701,1.269305,-0.228122,-1.035297,1016.545593
365636,-0.129624,0.223156,-0.170166,-0.244992474,0.260009175,1.369575567,1.310692,-0.287909,-0.938592,1016.545593
365736,-0.109272,0.109925,-0.053707,-0.363629381,0.212231031,1.146784433,1.297858,-0.341684,-0.845148,1016.545593
365836,-0.10797,-0.041951,-0.026264,-0.337922165,0.20769134,0.932809381,1.271986,-0.382774,-0.772115,1016.545593
365936,-0.133621,-0.251431,-0.099554,-0.25241732,0.216053505,0.826769588,1.238219,-0.414812,-0.728693,1016.545593
366036,-0.125558,-0.426652,-0.169777,-0.161535464,0.201409381,0.794368557,1.217522,-0.427594,-0.71584,1016.545593
366136,-0.107281,-0.50517,-0.222076,-0.057554639,0.23688,0.788116392,1.209118,-0.433246,-0.720146,1016.545593
366236,-0.09202,-0.492718,-0.279014,0.036073814,0.307083608,0.846886289,1.216443,-0.428479,-0.738433,1016.545593
366336,-0.060906,-0.383567,-0.329519,0.100633608,0.37200134,0.942741031,1.223468,-0.411788,-0.765632,1016.545593
366436,0.003573,-0.220682,-0.341754,0.119565979,0.413941237,1.058764227,1.234429,-0.385365,-0.788824,1016.545593
366536,0.085832,-0.084812,-0.362196,0.092654124,0.406509794,1.154924845,1.219958,-0.35415,-0.809796,1016.545593
366636,0.143747,-0.016724,-0.422229,0.063595052,0.34130732,1.204608969,1.195273,-0.312515,-0.815717,1016.545593
366736,0.15246,-0.005502,-0.478385,0.048128866,0.262269588,1.210297113,1.14153,-0.276311,-0.81343,1016.545593
366836,0.13812,-0.033462,-0.489762,0.029835464,0.159602165,1.166222062,1.083178,-0.232426,-0.803241,1016.545593
366936,0.121295,-0.095726,-0.462347,0.015349588,0.056988866,1.085294227,1.008802,-0.203877,-0.790846,1016.545593
367036,0.116995,-0.137973,-0.408125,0.017103814,-0.014739794,1.00734134,0.946421,-0.179881,-0.781175,1016.545593
367136,0.124739,-0.179154,-0.314074,0.038416701,-0.023866598,0.915904639,0.880635,-0.166527,-0.777561,1016.545593
367236,0.116564,-0.226486,-0.215739,0.076653918,-0.002497216,0.819634742,0.83884,-0.155328,-0.77854,1016.545593
367336,0.10517,-0.247181,-0.135135,0.116574124,0.019360309,0.755352165,0.807116,-0.150949,-0.786369,1016.545593
367436,0.110648,-0.244723,-0.095134,0.145006598,0.036743093,0.715423608,0.792443,-0.149516,-0.800842,1016.545593
367536,0.134522,-0.220346,-0.077682,0.165296392,0.047525773,0.693771443,0.785788,-0.14759,-0.817787,1016.545593
367636,0.170872,-0.188759,-0.062729,0.167948041,0.055598557,0.680239278,0.797076,-0.149886,-0.835929,1016.545593
367736,0.203403,-0.136379,-0.064315,0.158952474,0.066090722,0.671580825,0.808958,-0.155911,-0.859772,1016.545593
